DAY,Node,Call Drop%,Call Drops
7/20/2021,CAAIDCAZZ,1.43,377
7/20/2021,CAZEDAAZZ,1.03,81
7/20/2021,CAZEDBAZZ,0.91,11
7/20/2021,CAZEDCAZZ,1.5,68
7/20/2021,FCAEDFGAZ,0.59,463
7/20/2021,FCAEDFHAZ,0.13,34
7/20/2021,CAZCIAAZZ,0.95,78
7/20/2021,CAZCIBAZZ,1.4,308
7/20/2021,CAZCICAZZ,1.87,263
7/20/2021,CAZDDAAZZ,0.94,875
7/20/2021,CAZDDBAZZ,2.9,2294
7/20/2021,CAZDDCAZZ,1.34,778
7/20/2021,CABDZAAZZ,0.59,519
7/20/2021,CABDZBAZZ,0.59,144
7/20/2021,CABDZCAZZ,1.29,1362
7/20/2021,CAAZCAAZZ,1.04,1072
7/20/2021,CAAZCBAZZ,1.28,975
7/20/2021,CAAZCCAZZ,1.51,395
7/20/2021,CACHDAAZZ,2.63,481
7/20/2021,CACHDBAZZ,1.61,1023
7/20/2021,CACHDCAZZ,0.89,16
7/20/2021,CACEAAAZZ,0.62,1173
7/20/2021,CACEABAZZ,0.47,859
7/20/2021,CACEACAZZ,0.87,904
7/20/2021,CAZFCAAZZ,1.31,468
7/20/2021,CAZFCBAZZ,1.24,377
7/20/2021,CAZFCCAZZ,1.58,85
7/20/2021,CAFBEAAZZ,5.74,12
7/20/2021,CAFBEBAZZ,2.33,2
7/20/2021,CAFBECAZZ,0,0
7/20/2021,CAEEGAAZZ,0.15,1
7/20/2021,CAEEGBAZZ,2.45,15
7/20/2021,CABGHAAZZ,3.67,6297
7/20/2021,CABGHBAZZ,2.53,1097
7/20/2021,CABGHCAZZ,1.21,910
7/20/2021,CAACEAAZZ,1.26,2485
7/20/2021,CAACEBAZZ,1.11,1774
7/20/2021,CAACECAZZ,0.48,186
7/20/2021,CAABBAAZZ,0.92,202
7/20/2021,CAABBBAZZ,1.27,1096
7/20/2021,CAABBCAZZ,1.37,563
7/20/2021,CABBFAAZZ,0.47,614
7/20/2021,CABBFBAZZ,0.6,545
7/20/2021,CABBFCAZZ,0.37,68
7/20/2021,CACCIAAZZ,4.8,251
7/20/2021,CACCIBAZZ,1.1,508
7/20/2021,CACCICAZZ,0.89,76
7/20/2021,CAAAAAAZZ,1.11,125
7/20/2021,CAAAABAZZ,0.65,80
7/20/2021,CAAAACAZZ,1.69,492
7/20/2021,CAZHAAAZZ,0.5,314
7/20/2021,CAZHABAZZ,0.52,442
7/20/2021,CAZHACAZZ,0.57,92
7/20/2021,CADEIAAZZ,0.84,903
7/20/2021,CADEIBAZZ,1.73,3004
7/20/2021,CADEICAZZ,1.61,5920
7/20/2021,CAAHFAAZZ,1.04,2824
7/20/2021,CAAHFBAZZ,2,5935
7/20/2021,CAAHFCAZZ,1.4,950
7/20/2021,CADBBAAZZ,0.25,19
7/20/2021,CADBBBAZZ,0.97,568
7/20/2021,CADBBCAZZ,0.4,255
7/20/2021,CADBBDAZZ,0.16,27
7/20/2021,CAZCGAAZZ,0.38,569
7/20/2021,CAZCGBAZZ,0.65,257
7/20/2021,CAZCGCAZZ,0.33,186
7/20/2021,CAZCEAAZZ,0.42,307
7/20/2021,CAZCEBAZZ,0.51,387
7/20/2021,CAZCECAZZ,0.54,445
7/20/2021,CAAHHAAZZ,0.31,182
7/20/2021,CAAHHBAZZ,1.26,1727
7/20/2021,CAAHHCAZZ,0.83,777
7/20/2021,CAAFGAAZZ,0.5,760
7/20/2021,CAAFGBAZZ,0.99,1636
7/20/2021,CAAFGCAZZ,0.61,338
7/20/2021,CAAZBAAZZ,0.91,427
7/20/2021,CAAZBBAZZ,1.54,1196
7/20/2021,CAAZBCAZZ,1.37,1273
7/20/2021,CADHHAAZZ,0.33,12
7/20/2021,CADFBAAZZ,4.02,2540
7/20/2021,CADFBBAZZ,2.3,2536
7/20/2021,CADFBCAZZ,5.58,3245
7/20/2021,CAZAGAAZZ,0.33,63
7/20/2021,CAZAGBAZZ,7.31,334
7/20/2021,CAZAGCAZZ,0.62,413
7/20/2021,CACFZAAZZ,1.88,9979
7/20/2021,CACFZBAZZ,1.19,3452
7/20/2021,CACFZCAZZ,1.54,2258
7/20/2021,CAZAHGAZZ,0.56,116
7/20/2021,CAZZAAAZZ,0.66,205
7/20/2021,CAZZABAZZ,0.97,1068
7/20/2021,CAZZACAZZ,2,1084
7/20/2021,CABZCAAZZ,1.68,1550
7/20/2021,CABZCBAZZ,0.65,139
7/20/2021,CABZCCAZZ,0.96,1513
7/20/2021,CCABZCAAZ,0.49,237
7/20/2021,CCABZCBAZ,0.32,258
7/20/2021,CCABZCCAZ,0.59,1092
7/20/2021,CABHAAAZZ,1.94,2183
7/20/2021,CABHABAZZ,3.12,1238
7/20/2021,CABHACAZZ,0.89,522
7/20/2021,CAAFEAAZZ,1.92,1523
7/20/2021,CAAFEBAZZ,2.22,2790
7/20/2021,CAAFECAZZ,3.38,6385
7/20/2021,FCAFCEBAA,0,0
7/20/2021,FCAFCEBBA,0,0
7/20/2021,FCAFCEGAZ,0.74,530
7/20/2021,FCAFCEHAZ,1.64,1824
7/20/2021,FCAFCEIAZ,0,0
7/20/2021,CAFCBAAZZ,2.34,1155
7/20/2021,CAFCBBAZZ,2.71,4118
7/20/2021,CAFCBCAZZ,0.96,236
7/20/2021,CAZHCAAZZ,2.3,2383
7/20/2021,CAZHGAAZZ,2.53,25
7/20/2021,CAZHGBAZZ,1.06,780
7/20/2021,CAZHGCAZZ,0.92,330
7/20/2021,CABEDAAZZ,2.46,7895
7/20/2021,CABEDBAZZ,4.15,5104
7/20/2021,CABEDCAZZ,3.4,4166
7/20/2021,CACGCAAZZ,1.12,612
7/20/2021,CACGCBAZZ,0.29,45
7/20/2021,CACGCCAZZ,0.38,199
7/20/2021,CCACGCAAZ,2.29,1206
7/20/2021,CCACGCBAZ,0.72,38
7/20/2021,CCACGCCAZ,0,0
7/20/2021,CCACGCDAZ,0,0
7/20/2021,CCADIDGAZ,1.08,633
7/20/2021,CCADIDHAZ,0.47,250
7/20/2021,CCADIDIAZ,0.56,428
7/20/2021,FCADIDBAA,0,0
7/20/2021,FCADIDBBA,0,0
7/20/2021,FCADIDBCA,0,0
7/20/2021,CABCFAAZZ,0.38,349
7/20/2021,CABCFBAZZ,3.62,708
7/20/2021,CABCFCAZZ,0.97,185
7/20/2021,CAACDAAZZ,1.28,413
7/20/2021,CAACDBAZZ,1.54,1563
7/20/2021,CAACDCAZZ,3.83,1007
7/20/2021,CACZHAAZZ,0.82,1664
7/20/2021,CACZHBAZZ,0.26,119
7/20/2021,CACZHCAZZ,2.54,1219
7/20/2021,CABFEAAZZ,0.7,361
7/20/2021,CABFEBAZZ,1.94,6693
7/20/2021,CABFECAZZ,1.78,1443
7/20/2021,CAZGDAAZZ,0.86,885
7/20/2021,CAZGDBAZZ,0.58,565
7/20/2021,CAZGDCAZZ,1.03,66
7/20/2021,CAZGDDAZZ,0.95,1440
7/20/2021,CABEBAAZZ,8.43,4755
7/20/2021,CABEBBAZZ,8.13,4363
7/20/2021,CAAZZAAZZ,1.5,1130
7/20/2021,CCAAZZBAZ,1.75,147
7/20/2021,FCAAZZCAZ,0.34,38
7/20/2021,CABZBAAZZ,0.99,1543
7/20/2021,CABZBBAZZ,0.69,1218
7/20/2021,CABZBCAZZ,0.93,537
7/20/2021,CAZIAAAZZ,0.9,721
7/20/2021,CAZIABAZZ,1.42,1394
7/20/2021,CAZIACAZZ,0.53,128
7/20/2021,CAZIBAAZZ,1.25,611
7/20/2021,CAZIBBAZZ,0.58,289
7/20/2021,CAZIBCAZZ,1.2,580
7/20/2021,CAZFIAAZZ,0.8,309
7/20/2021,CAZFIBAZZ,0.72,700
7/20/2021,CAZFICAZZ,1.99,1152
7/20/2021,CACZGAAZZ,0.84,312
7/20/2021,CACZGBAZZ,0.24,152
7/20/2021,CACZGCAZZ,0.4,644
7/20/2021,CAHADBAZZ,0.23,68
7/20/2021,CAHADCAZZ,0.26,51
7/20/2021,CAGFAAAZZ,0.57,152
7/20/2021,CAGFACAZZ,0.42,59
7/20/2021,CAGHEAAZZ,1.73,3175
7/20/2021,CAGHEBAZZ,1.01,379
7/20/2021,CAGHECAZZ,1.91,4164
7/20/2021,CAIEAAAZZ,0,0
7/20/2021,CAIEABAZZ,0,0
7/20/2021,CACDZAAZZ,2.14,64
7/20/2021,CACDZBAZZ,1.63,599
7/20/2021,CACDZCAZZ,1.89,1006
7/20/2021,CABAHAAZZ,6.46,8899
7/20/2021,CABAHCAZZ,3.36,6561
7/20/2021,CACFBAAZZ,3.32,8647
7/20/2021,CACFBBAZZ,0.74,1697
7/20/2021,CACFBCAZZ,0.31,248
7/20/2021,CACGHAAZZ,3.43,1959
7/20/2021,CACGHBAZZ,2.26,569
7/20/2021,CACGHCAZZ,2.89,4105
7/20/2021,CADEAAAZZ,1.31,385
7/20/2021,CAAHDAAZZ,2.11,338
7/20/2021,CAAHDBAZZ,5.32,542
7/20/2021,CAAHDCAZZ,2.67,932
7/20/2021,CABHCAAZZ,4.41,3281
7/20/2021,CABHCBAZZ,1.97,854
7/20/2021,CABHCCAZZ,3.23,4595
7/20/2021,CACHEAAZZ,0.72,88
7/20/2021,CACHEBAZZ,0.25,44
7/20/2021,CACHECAZZ,0.18,17
7/20/2021,CACHEDAZZ,2.88,141
7/20/2021,CAFGBAAAZ,0,0
7/20/2021,CAFGBABAZ,0,0
7/20/2021,CAFGBIAZZ,0,0
7/20/2021,CADFFAAZZ,0.61,19
7/20/2021,CABFAAAZZ,1.41,1674
7/20/2021,CABFABAZZ,2.06,1131
7/20/2021,CABFACAZZ,3.57,3256
7/20/2021,CADGBAAZZ,0.52,186
7/20/2021,CADGBBAZZ,1.06,187
7/20/2021,CADGBCAZZ,1.05,193
7/20/2021,CADGBDAZZ,2.5,523
7/20/2021,CAZCBAAZZ,1.24,1034
7/20/2021,CAZCBBAZZ,0.62,981
7/20/2021,CAZCBCAZZ,0.9,2623
7/20/2021,CACGGAAZZ,0.49,223
7/20/2021,CACGGBAZZ,1.79,459
7/20/2021,CACGGCAZZ,0.67,470
7/20/2021,CAAAZAAZZ,0.58,14
7/20/2021,CAAAZBAZZ,0.65,136
7/20/2021,CAAAZCAZZ,0.85,140
7/20/2021,CAADIAAZZ,0.55,17
7/20/2021,CAADIBAZZ,3.02,862
7/20/2021,CAADICAZZ,1.16,546
7/20/2021,CADBAAAZZ,0.76,56
7/20/2021,CADBABAZZ,0.59,103
7/20/2021,CADBACAZZ,0.64,54
7/20/2021,CADBADAZZ,1.32,367
7/20/2021,CABFIAAZZ,2.26,1601
7/20/2021,CABFIBAZZ,0.99,478
7/20/2021,CABFICAZZ,1.53,769
7/20/2021,CAAGEAAZZ,1.51,485
7/20/2021,CAAGEBAZZ,2.96,3867
7/20/2021,CAAGECAZZ,2.74,5458
7/20/2021,CACFCAAZZ,0.87,221
7/20/2021,CACFCBAZZ,0.14,28
7/20/2021,CACFCCAZZ,0.96,1345
7/20/2021,CAFDIGAZZ,0.43,26
7/20/2021,CAFDIHAZZ,1.02,19
7/20/2021,CAFDIIAZZ,0.34,29
7/20/2021,CACAHAAZZ,0.66,1171
7/20/2021,CACAHBAZZ,0.67,650
7/20/2021,CACAHCAZZ,0.97,249
7/20/2021,CAHAHAAZZ,1.26,684
7/20/2021,CAHAHBAZZ,0.75,988
7/20/2021,CAHAHCAZZ,1.76,171
7/20/2021,CAZIZAAZZ,0.96,209
7/20/2021,CAZIZBAZZ,1.34,519
7/20/2021,CAZIZCAZZ,0.72,1040
7/20/2021,CAZBIAAZZ,1.7,604
7/20/2021,CAZBIBAZZ,2.17,2416
7/20/2021,CAZBICAZZ,0.82,247
7/20/2021,CACGFAAZZ,8.67,359
7/20/2021,CACGFBAZZ,2.69,2388
7/20/2021,CACGFCAZZ,2.66,366
7/20/2021,CACZAAAZZ,0.18,235
7/20/2021,CACZABAZZ,0.15,178
7/20/2021,CACZACAZZ,0.34,194
7/20/2021,CAZFEAAZZ,0.64,593
7/20/2021,CAZFEBAZZ,1.12,1021
7/20/2021,CAZFECAZZ,1.22,866
7/20/2021,CAHEBAAZZ,0.77,770
7/20/2021,CAHEBBAZZ,0.52,1336
7/20/2021,CAHEBCAZZ,1.26,478
7/20/2021,CACGEAAZZ,1.55,1187
7/20/2021,CACGEBAZZ,0.79,232
7/20/2021,CACGECAZZ,1.48,713
7/20/2021,CACACAAZZ,1.76,1505
7/20/2021,CACACBAZZ,1.06,1076
7/20/2021,CACACCAZZ,1.09,2711
7/20/2021,CACABAAZZ,0.52,158
7/20/2021,CACABBAZZ,0.62,265
7/20/2021,CACABCAZZ,0.4,120
7/20/2021,CAHDIAAZZ,0.89,44
7/20/2021,CAHDIBAZZ,0.32,29
7/20/2021,CAHDICAZZ,0.89,928
7/20/2021,CACDBAAZZ,4.32,1164
7/20/2021,CACDBBAZZ,1.56,124
7/20/2021,CACDBCAZZ,3.03,169
7/20/2021,CACDFAAZZ,0.02,13
7/20/2021,CACDAAAZZ,0.29,89
7/20/2021,CACDABAZZ,0.32,167
7/20/2021,CACDACAZZ,0.68,194
7/20/2021,CCAAGFBAZ,2.75,2383
7/20/2021,CCAAGFCAZ,2.33,1550
7/20/2021,CAAIAAAZZ,2.41,1243
7/20/2021,CAAIABAZZ,1.58,232
7/20/2021,CAAIACAZZ,0.52,137
7/20/2021,CAZIEAAZZ,2.08,2355
7/20/2021,CAZIEBAZZ,1.13,412
7/20/2021,CAZIECAZZ,1.51,2527
7/20/2021,CAAAGAAZZ,0.54,241
7/20/2021,CAAAGBAZZ,0.32,200
7/20/2021,CAAAGCAZZ,0.62,567
7/20/2021,CAFCAAAZZ,0,0
7/20/2021,CAIECAAZZ,0.31,2
7/20/2021,CAIECBAZZ,0.91,53
7/20/2021,CAIECCAZZ,2.61,569
7/20/2021,CAIECDAZZ,0.07,15
7/20/2021,CAIECEAZZ,0.13,27
7/20/2021,CAIECFAZZ,0.05,17
7/20/2021,CAIECGAZZ,0.14,49
7/20/2021,CAIECHAZZ,0.54,47
7/20/2021,CAIECIAZZ,0,0
7/20/2021,CAIIAAAZZ,1.02,25
7/20/2021,CAIIABAZZ,0.4,221
7/20/2021,CAIIACAZZ,1.06,34
7/20/2021,CAIIADAZZ,1.31,557
7/20/2021,CAAAHAAZZ,2.52,932
7/20/2021,CAAAHBAZZ,1.04,104
7/20/2021,CAAAHCAZZ,0.52,320
7/20/2021,CABFCAAZZ,2.13,3091
7/20/2021,CABFCBAZZ,2.61,2414
7/20/2021,CABFCCAZZ,1.03,21
7/20/2021,CABFHAAZZ,1.61,1854
7/20/2021,CABFHBAZZ,0.67,572
7/20/2021,CABFHCAZZ,0.55,541
7/20/2021,CAGFCAAZZ,1.63,353
7/20/2021,CAGFCBAZZ,2.97,550
7/20/2021,CAGFCCAZZ,5.36,2986
7/20/2021,CAGFEAAZZ,0.38,156
7/20/2021,CAGFEBAZZ,0,0
7/20/2021,CAGFECAZZ,0,0
7/20/2021,CAGFEDAZZ,2.94,107
7/20/2021,CAGFEEAZZ,0,0
7/20/2021,CAGFEFAZZ,0.3,91
7/20/2021,CAGFEGAZZ,0.71,95
7/20/2021,CAZACAAZZ,0.83,355
7/20/2021,CAZACBAZZ,0.45,127
7/20/2021,CAZACCAZZ,0.48,140
7/20/2021,CABBHAAZZ,3.22,374
7/20/2021,CABBHBAZZ,1.01,2722
7/20/2021,CABBHCAZZ,1.56,1289
7/20/2021,CACDGAAZZ,1.91,128
7/20/2021,CACDGBAZZ,0.45,58
7/20/2021,CACDGCAZZ,0.65,75
7/20/2021,CABBEAAZZ,3.46,510
7/20/2021,CABBEBAZZ,1.17,270
7/20/2021,CABBECAZZ,1.58,2855
7/20/2021,CABAFBAZZ,1.26,353
7/20/2021,CABAFCAZZ,0.78,266
7/20/2021,CAZHHAAZZ,0.93,1769
7/20/2021,CAZHHBAZZ,3.95,1413
7/20/2021,CAZHHCAZZ,1.38,452
7/20/2021,CAZIFAAZZ,0.86,523
7/20/2021,CAZIFBAZZ,1.05,183
7/20/2021,CAZIFCAZZ,4.45,204
7/20/2021,CAZIFDAZZ,0.83,420
7/20/2021,CADAGAAZZ,0.82,661
7/20/2021,CADAGBAZZ,1.43,1989
7/20/2021,CADAGCAZZ,0.52,96
7/20/2021,CADAGDAZZ,0.54,619
7/20/2021,CAZFDAAZZ,0.84,126
7/20/2021,CAZFDBAZZ,1.6,1240
7/20/2021,CAZFDCAZZ,1.91,1044
7/20/2021,FCAZFDAZA,0,0
7/20/2021,FCAZFDAAA,0,0
7/20/2021,FCAZFDABA,0.25,95
7/20/2021,CAEEIAAZZ,0,0
7/20/2021,CAEEIBAZZ,0,0
7/20/2021,CAEEICAZZ,0,0
7/20/2021,CAEEIDAZZ,0,0
7/20/2021,CAEEIEAZZ,0,0
7/20/2021,CAZEIAAZZ,1.59,9
7/20/2021,CAZEIBAZZ,0,0
7/20/2021,CAZEICAZZ,0.42,2
7/20/2021,CAZFAAAZZ,3.61,1954
7/20/2021,CAZFABAZZ,4.19,209
7/20/2021,CAZFACAZZ,0,0
7/20/2021,CAHIEAAZZ,0,0
7/20/2021,CAHIEBAZZ,0,0
7/20/2021,CAHIECAZZ,0,0
7/20/2021,CAHIFAAZZ,0,0
7/20/2021,CAHIFBAZZ,0,0
7/20/2021,CAHIFCAZZ,0,0
7/20/2021,CAHIGAAZZ,0,0
7/20/2021,CAHIGBAZZ,0,0
7/20/2021,CAHIGCAZZ,0,0
7/20/2021,CAHIHAAZZ,0,0
7/20/2021,CAHIHBAZZ,0,0
7/20/2021,CAHIHCAZZ,0,0
7/20/2021,CAHIIAAZZ,0,0
7/20/2021,CAHIIBAZZ,0,0
7/20/2021,CAHIICAZZ,0,0
7/20/2021,CAIZZAAZZ,0,0
7/20/2021,CAIZZBAZZ,0,0
7/20/2021,CAIZZCAZZ,0,0
7/20/2021,CAZEGAAZZ,2.12,2259
7/20/2021,CAZEGBAZZ,0.46,495
7/20/2021,CAZEGCAZZ,0.25,121
7/20/2021,CAECDGAZZ,0,0
7/20/2021,CAECDHAZZ,1.26,380
7/20/2021,FCAEFCAZA,0.25,10
7/20/2021,FCAEFCABA,0.49,20
7/20/2021,FCAEFCHAZ,0.54,213
7/20/2021,FCAEFCIAZ,0.33,71
7/20/2021,FCADCEAZA,0.96,270
7/20/2021,FCADCEGAZ,0.38,115
7/20/2021,FCADCEHAZ,0.71,66
7/20/2021,FCAEGAAZA,0.24,34
7/20/2021,FCAEGAAAA,0,0
7/20/2021,FCAEGABAA,0,0
7/20/2021,FCAEGAGAZ,0.28,138
7/20/2021,FCAEGAHAZ,0,0
7/20/2021,FCAEGAIAZ,0.43,22
7/20/2021,FCADBBGAZ,0.44,208
7/20/2021,FCADBBHAZ,0,0
7/20/2021,CCAAZIAAA,0.39,264
7/20/2021,FCAEFEBAA,0,0
7/20/2021,FCAZEFAZA,0,0
7/20/2021,FCAZEFABA,0.43,46
7/20/2021,FCAZEFHAZ,0.07,49
7/20/2021,FCAZEFIAZ,0,0
7/20/2021,CCAECDABA,0.23,308
7/20/2021,CCAECDIAZ,0.45,197
7/20/2021,FCAZZEAZA,0,0
7/20/2021,FCAZZEAAA,0.44,534
7/20/2021,FCAZZEHAZ,0,0
7/20/2021,FCAZZEIAZ,0,0
7/20/2021,CCADBEGAZ,0.28,38
7/20/2021,CCADBEHAZ,0.54,12
7/20/2021,FCAZCDGAZ,0.5,84
7/20/2021,FCAZCDIAZ,0.13,69
7/20/2021,FCAZHZAZA,0,0
7/20/2021,FCAZHZAAA,0,0
7/20/2021,FCAZHZABA,0,0
7/20/2021,FCAZHZGAZ,0.82,405
7/20/2021,FCAZHZHAZ,0,0
7/20/2021,FCAZHZIAZ,0,0
7/20/2021,FCAZAZAAA,0.25,546
7/20/2021,FCAZAZABA,0,0
7/20/2021,FCAZCHAZA,0.2,20
7/20/2021,FCAZCHAAA,0.18,101
7/20/2021,FCAZZDAZA,0.55,745
7/20/2021,FCAZZDAAA,0.69,966
7/20/2021,FCAZZDGAZ,1.06,3343
7/20/2021,FCAZZDHAZ,0.85,315
7/20/2021,FCAZZDIAZ,0.26,125
7/20/2021,FCADBEAAA,0.21,19
7/20/2021,FCADBEHAZ,0.44,129
7/20/2021,FCADBEIAZ,0,0
7/20/2021,CADBEBAAZ,0,0
7/20/2021,CADBEGAZZ,2.66,182
7/20/2021,CADBEHAZZ,0.21,27
7/20/2021,FCADBAAZA,0.25,132
7/20/2021,FCADBAGAZ,0.3,177
7/20/2021,FCADBAHAZ,0,0
7/20/2021,FCADBAIAZ,0.25,74
7/20/2021,FCADCGAAA,0,0
7/20/2021,FCADCGBAA,0,0
7/20/2021,FCADCGHAZ,0.77,694
7/20/2021,FCADCGIAZ,0.88,442
7/20/2021,CCADCGAAA,0,0
7/20/2021,CCADCGGAZ,0,0
7/20/2021,CCADCGHAZ,0,0
7/20/2021,CCADCGIAZ,0,0
7/20/2021,FCAZDCAZA,0,0
7/20/2021,FCAZDCAAA,0.13,128
7/20/2021,FCAZDCABA,0.16,75
7/20/2021,FCAZZIAZA,0.37,217
7/20/2021,FCAZZIAAA,0.2,116
7/20/2021,FCAZZIABA,0.32,69
7/20/2021,FCAZZIGAZ,0,0
7/20/2021,FCAZZIHAZ,0.24,42
7/20/2021,FCAZZIIAZ,0.55,70
7/20/2021,CAAADAAZZ,0.38,178
7/20/2021,CAAADBAZZ,0.47,299
7/20/2021,CAAADCAZZ,0.6,643
7/20/2021,CAZZBAAZZ,1.34,5249
7/20/2021,CAZZBBAZZ,2.88,14941
7/20/2021,CAZZBCAZZ,0.75,1766
7/20/2021,CAZZBDAZZ,1.35,585
7/20/2021,CAGGGAAZZ,3.88,113
7/20/2021,CAGGGBAZZ,1.44,412
7/20/2021,CAGGGCAZZ,2.47,10292
7/20/2021,CABADAAZZ,2.36,449
7/20/2021,CABADBAZZ,1.19,2469
7/20/2021,CABADCAZZ,4.6,4589
7/20/2021,CABZEAAZZ,1.2,624
7/20/2021,CABZEBAZZ,0.89,336
7/20/2021,CABZECAZZ,0.6,465
7/20/2021,CAAAFAAZZ,0.49,728
7/20/2021,CAAAFBAZZ,0.25,353
7/20/2021,CAAAFCAZZ,0.62,673
7/20/2021,CAZBFAAZZ,0.74,757
7/20/2021,CAZBFBAZZ,1.1,379
7/20/2021,CAZBFCAZZ,1.26,783
7/20/2021,CAIDZAAZZ,0,0
7/20/2021,CAIDZBAZZ,0,0
7/20/2021,FCAIDZAAZ,0,0
7/20/2021,FCAIDZBAZ,0,0
7/20/2021,CCAIDAAAZ,0,0
7/20/2021,CCAIDABAZ,0,0
7/20/2021,CAIDBAAZZ,0,0
7/20/2021,CAIDBBAZZ,0,0
7/20/2021,FCAIDBAAZ,0,0
7/20/2021,FCAIDBBAZ,0,0
7/20/2021,CADEDAAZZ,2.88,4
7/20/2021,CADEDBAZZ,1.11,12
7/20/2021,CADEDCAZZ,0,0
7/20/2021,CAIEDAAZZ,0,0
7/20/2021,CAIEDBAZZ,0.57,1
7/20/2021,CAAEBAAZZ,0.16,35
7/20/2021,CAAEBBAZZ,0.6,238
7/20/2021,CAAEBCAZZ,0.21,179
7/20/2021,CAZBDAAZZ,0.22,49
7/20/2021,CAZBDBAZZ,0.14,4
7/20/2021,CAZBDCAZZ,0.76,482
7/20/2021,CADGHAAZZ,0.2,8
7/20/2021,CADGHBAZZ,0.61,49
7/20/2021,CADGHCAZZ,1.48,247
7/20/2021,FCAFDIBAA,0,0
7/20/2021,FCAFDIGAZ,0.24,64
7/20/2021,CABFZAAZZ,2.21,6542
7/20/2021,CABFZBAZZ,3.24,1593
7/20/2021,CABFZCAZZ,5.95,27717
7/20/2021,CABIHAAZZ,0.59,1934
7/20/2021,CABHDAAZZ,0.78,829
7/20/2021,CABHDBAZZ,0.53,171
7/20/2021,CABHDCAZZ,3.74,1035
7/20/2021,CABHDDAZZ,0,0
7/20/2021,CACEFAAZZ,3.6,784
7/20/2021,CACEFBAZZ,4.92,3736
7/20/2021,CACEFCAZZ,2.8,4302
7/20/2021,CACAFAAZZ,1.97,498
7/20/2021,CACAFBAZZ,0.29,64
7/20/2021,CACAFCAZZ,0.25,119
7/20/2021,CAEDCGAZZ,2.73,94
7/20/2021,CAEDCHAZZ,4.67,492
7/20/2021,CAEDCIAZZ,3.21,417
7/20/2021,CACDCAAZZ,1.28,412
7/20/2021,CACDCBAZZ,1.26,478
7/20/2021,CACDCCAZZ,1,192
7/20/2021,CAAICAAZZ,0.81,486
7/20/2021,CAAICBAZZ,1.28,933
7/20/2021,CAAICCAZZ,1.73,1176
7/20/2021,CABDIAAZZ,0,0
7/20/2021,CABDIBAZZ,0,0
7/20/2021,CABEZBAZZ,0,0
7/20/2021,CABEZBAAZ,0,0
7/20/2021,CCABEZAAZ,0,0
7/20/2021,CCABEZBAZ,0,0
7/20/2021,CAZAAAAZZ,1.64,1708
7/20/2021,CAZAABAZZ,1.48,4164
7/20/2021,CACBFAAZZ,2.91,1989
7/20/2021,CACBFBAZZ,15.8,339
7/20/2021,CACBFCAZZ,2.73,145
7/20/2021,CAFACAZAZ,0.76,363
7/20/2021,CAFACHAZZ,1.81,368
7/20/2021,CAFADAZAZ,0.44,39
7/20/2021,CAFADIAZZ,1.39,753
7/20/2021,CAFAEAZAZ,0.33,23
7/20/2021,CAFAEAAAZ,0,0
7/20/2021,CAFAEHAZZ,0.51,90
7/20/2021,FCAZGIAZA,0.3,103
7/20/2021,FCAZGIGAZ,0,0
7/20/2021,FCAZGIHAZ,0,0
7/20/2021,FCAZGIIAZ,0.39,152
7/20/2021,CAEFBIAZZ,0,0
7/20/2021,CAEFGGAZZ,0.42,17
7/20/2021,CAEFDAZAZ,1.17,11
7/20/2021,CAEFAAZAZ,3.04,376
7/20/2021,CAEFAHAZZ,0,0
7/20/2021,CAEGZHAZZ,0.58,4
7/20/2021,CAEGAAZAZ,0.12,8
7/20/2021,CAEGAGAZZ,0.21,60
7/20/2021,CAEGAHAZZ,0.22,10
7/20/2021,CAEGAIAZZ,0.33,85
7/20/2021,CAZFZAAZZ,1.42,429
7/20/2021,CAZFZBAZZ,1.9,1229
7/20/2021,CAZFZCAZZ,1.14,585
7/20/2021,FCAZFZGAZ,0.41,38
7/20/2021,CAAAEAAZZ,0.43,161
7/20/2021,CAAAEBAZZ,0.65,444
7/20/2021,CAAAECAZZ,2.45,426
7/20/2021,CABHGAAZZ,1.33,98
7/20/2021,CABHGBAZZ,1.78,108
7/20/2021,CABHGCAZZ,0.99,59
7/20/2021,CADEHAAZZ,4.71,1623
7/20/2021,CADEHBAZZ,4.07,2271
7/20/2021,CADEHCAZZ,2.06,1104
7/20/2021,CAAFZAAZZ,1.69,1158
7/20/2021,CAAFZBAZZ,1.18,770
7/20/2021,CAAFZCAZZ,0.78,348
7/20/2021,CAZAEAAZZ,0.85,152
7/20/2021,CAZAEBAZZ,0.62,337
7/20/2021,CAZAECAZZ,0.76,684
7/20/2021,CABZZAAZZ,0,0
7/20/2021,CABZZBAZZ,0,0
7/20/2021,CACBAAAZZ,2.92,3738
7/20/2021,CACBABAZZ,1.83,1432
7/20/2021,CACBACAZZ,1.77,282
7/20/2021,CABGCAAZZ,2.42,1700
7/20/2021,CABGCBAZZ,0.96,515
7/20/2021,CABGCCAZZ,1.09,807
7/20/2021,CCAGGFBAZ,0.72,840
7/20/2021,CCAGGFCAZ,0.15,177
7/20/2021,CCAGGFDAZ,0.26,174
7/20/2021,CADAAAAZZ,0.71,493
7/20/2021,CADAABAZZ,0.68,226
7/20/2021,CADAACAZZ,1.05,521
7/20/2021,CABABAAZZ,1.35,484
7/20/2021,CABABBAZZ,4.16,4277
7/20/2021,CABBBAAZZ,0,628
