DAY,Node,Call Drop%,Call Drops
8/4/2021,CAADICAZZ,1.29,604
8/4/2021,CADBAAAZZ,0.46,34
8/4/2021,CADBABAZZ,0.8,128
8/4/2021,CADBACAZZ,1.05,82
8/4/2021,CADBADAZZ,0.57,178
8/4/2021,CABFIAAZZ,2.36,1540
8/4/2021,CABFIBAZZ,1.1,558
8/4/2021,CABFICAZZ,1.21,731
8/4/2021,CAAGEAAZZ,1.55,452
8/4/2021,CAAGEBAZZ,2.88,3955
8/4/2021,CAAGECAZZ,2.43,5366
8/4/2021,CACFCAAZZ,1.01,199
8/4/2021,CACFCBAZZ,0.14,31
8/4/2021,CACFCCAZZ,0.95,1417
8/4/2021,CAFDIGAZZ,0.46,33
8/4/2021,CAFDIHAZZ,0.78,12
8/4/2021,CAFDIIAZZ,0.23,19
8/4/2021,CACAHAAZZ,0.75,1070
8/4/2021,CACAHBAZZ,0.91,797
8/4/2021,CACAHCAZZ,1.9,536
8/4/2021,CAHAHAAZZ,1.48,865
8/4/2021,CAHAHBAZZ,0.84,1113
8/4/2021,CAHAHCAZZ,0.88,77
8/4/2021,CAZIZAAZZ,1.02,236
8/4/2021,CAZIZBAZZ,1.56,626
8/4/2021,CAZIZCAZZ,0.8,1184
8/4/2021,CAZBIAAZZ,2.01,686
8/4/2021,CAZBIBAZZ,2.17,2713
8/4/2021,CAZBICAZZ,0.59,201
8/4/2021,CACGFAAZZ,13.59,534
8/4/2021,CACGFBAZZ,2.57,2276
8/4/2021,CACGFCAZZ,2.89,390
8/4/2021,CACZAAAZZ,0.25,311
8/4/2021,CACZABAZZ,0.23,259
8/4/2021,CACZACAZZ,0.27,154
8/4/2021,CAZFEAAZZ,0.63,585
8/4/2021,CAZFEBAZZ,1.13,1064
8/4/2021,CAZFECAZZ,1.22,896
8/4/2021,CAHEBAAZZ,0.76,814
8/4/2021,CAHEBBAZZ,0.49,1383
8/4/2021,CAHEBCAZZ,1.31,494
8/4/2021,CACGEAAZZ,1.45,1011
8/4/2021,CACGEBAZZ,0.87,244
8/4/2021,CACGECAZZ,1.37,666
8/4/2021,CAGGCBAZZ,2.13,288
8/4/2021,CAGGCCAZZ,0.45,114
8/4/2021,CACACAAZZ,1.39,1245
8/4/2021,CACACBAZZ,1.03,1211
8/4/2021,CACACCAZZ,0.91,2465
8/4/2021,CACABAAZZ,0.54,155
8/4/2021,CACABBAZZ,0.87,477
8/4/2021,CACABCAZZ,0.33,103
8/4/2021,CAHDIAAZZ,0.28,13
8/4/2021,CAHDIBAZZ,0.2,17
8/4/2021,CAHDICAZZ,0.88,905
8/4/2021,CACDBAAZZ,7.93,1803
8/4/2021,CACDBBAZZ,2.11,295
8/4/2021,CACDBCAZZ,1.43,185
8/4/2021,CACDFAAZZ,0.04,30
8/4/2021,CACDAAAZZ,0.25,86
8/4/2021,CACDABAZZ,0.22,120
8/4/2021,CACDACAZZ,0.59,150
8/4/2021,CCAAGFBAZ,3.33,2578
8/4/2021,CCAAGFCAZ,2.47,1649
8/4/2021,CAAIAAAZZ,2.35,1245
8/4/2021,CAAIABAZZ,1.06,156
8/4/2021,CAAIACAZZ,0.44,143
8/4/2021,CAZIEAAZZ,1.81,2034
8/4/2021,CAZIEBAZZ,0.8,333
8/4/2021,CAZIECAZZ,1.25,2041
8/4/2021,CAAAGAAZZ,0.6,245
8/4/2021,CAAAGBAZZ,0.26,163
8/4/2021,CAAAGCAZZ,0.44,408
8/4/2021,CAFCAAAZZ,0,0
8/4/2021,CAIECAAZZ,0.18,1
8/4/2021,CAIECBAZZ,0.56,39
8/4/2021,CAIECCAZZ,0.03,6
8/4/2021,CAIECDAZZ,0.04,10
8/4/2021,CAIECEAZZ,0.05,13
8/4/2021,CAIECFAZZ,0.06,18
8/4/2021,CAIECGAZZ,0.03,10
8/4/2021,CAIECHAZZ,0.43,35
8/4/2021,CAIECIAZZ,0,0
8/4/2021,CAIIAAAZZ,1.74,55
8/4/2021,CAIIABAZZ,0.34,207
8/4/2021,CAIIACAZZ,1.71,39
8/4/2021,CAIIADAZZ,1.38,576
8/4/2021,CAAAHAAZZ,2.81,1088
8/4/2021,CAAAHBAZZ,1.76,219
8/4/2021,CAAAHCAZZ,0.65,386
8/4/2021,CABFCAAZZ,2.2,3105
8/4/2021,CABFCBAZZ,2.34,2414
8/4/2021,CABFCCAZZ,1.18,22
8/4/2021,CABFHAAZZ,1.47,1886
8/4/2021,CABFHBAZZ,0.74,608
8/4/2021,CABFHCAZZ,0.54,585
8/4/2021,CAGFCAAZZ,1.81,313
8/4/2021,CAGFCBAZZ,2.92,532
8/4/2021,CAGFCCAZZ,3.93,2206
8/4/2021,CAGFEAAZZ,0.37,162
8/4/2021,CAGFEBAZZ,0,0
8/4/2021,CAGFECAZZ,0,0
8/4/2021,CAGFEDAZZ,3.32,125
8/4/2021,CAGFEEAZZ,0,0
8/4/2021,CAGFEFAZZ,0.33,110
8/4/2021,CAGFEGAZZ,0.3,35
8/4/2021,CAZACAAZZ,0.84,367
8/4/2021,CAZACBAZZ,0.38,125
8/4/2021,CAZACCAZZ,0.32,91
8/4/2021,CABBHAAZZ,2.73,286
8/4/2021,CABBHBAZZ,1.16,3110
8/4/2021,CABBHCAZZ,1.55,1381
8/4/2021,CACDGAAZZ,1.43,110
8/4/2021,CACDGBAZZ,0.32,37
8/4/2021,CACDGCAZZ,0.51,61
8/4/2021,CABBEAAZZ,3.43,515
8/4/2021,CABBEBAZZ,1.26,305
8/4/2021,CABBECAZZ,1.58,2800
8/4/2021,CABAFBAZZ,1.21,359
8/4/2021,CABAFCAZZ,0.67,238
8/4/2021,CAZHHAAZZ,1.13,2207
8/4/2021,CAZHHBAZZ,3.38,1451
8/4/2021,CAZHHCAZZ,1.35,325
8/4/2021,CAZIFAAZZ,1.02,596
8/4/2021,CAZIFBAZZ,1.39,235
8/4/2021,CAZIFCAZZ,4.69,183
8/4/2021,CAZIFDAZZ,0.82,426
8/4/2021,CADAGAAZZ,0.76,688
8/4/2021,CADAGBAZZ,1.3,1791
8/4/2021,CADAGCAZZ,0.4,74
8/4/2021,CADAGDAZZ,0.46,615
8/4/2021,CAZFDAAZZ,0.68,109
8/4/2021,CAZFDBAZZ,1.7,1036
8/4/2021,CAZFDCAZZ,1.76,893
8/4/2021,FCAZFDAZA,0,0
8/4/2021,FCAZFDAAA,0,0
8/4/2021,FCAZFDABA,0.56,264
8/4/2021,CAEEIAAZZ,0,0
8/4/2021,CAEEIBAZZ,0,0
8/4/2021,CAEEICAZZ,0,0
8/4/2021,CAEEIDAZZ,0,0
8/4/2021,CAEEIEAZZ,0,0
8/4/2021,CAZEIAAZZ,0.61,5
8/4/2021,CAZEIBAZZ,0,0
8/4/2021,CAZEICAZZ,0,0
8/4/2021,CAZFAAAZZ,3.67,1939
8/4/2021,CAZFABAZZ,4.75,189
8/4/2021,CAZFACAZZ,0,0
8/4/2021,CAHIEAAZZ,0,0
8/4/2021,CAHIEBAZZ,0,0
8/4/2021,CAHIECAZZ,0,0
8/4/2021,CAHIFAAZZ,0,0
8/4/2021,CAHIFBAZZ,0,0
8/4/2021,CAHIFCAZZ,0,0
8/4/2021,CAHIGAAZZ,0,0
8/4/2021,CAHIGBAZZ,0,0
8/4/2021,CAHIGCAZZ,0,0
8/4/2021,CAHIHAAZZ,0,0
8/4/2021,CAHIHBAZZ,0,0
8/4/2021,CAHIHCAZZ,0,0
8/4/2021,CAHIIAAZZ,0,0
8/4/2021,CAHIIBAZZ,0,0
8/4/2021,CAHIICAZZ,0,0
8/4/2021,CAIZZAAZZ,0,0
8/4/2021,CAIZZBAZZ,0,0
8/4/2021,CAIZZCAZZ,0,0
8/4/2021,CAZEGAAZZ,1.99,2159
8/4/2021,CAZEGBAZZ,0.48,574
8/4/2021,CAZEGCAZZ,0.37,208
8/4/2021,CAECDGAZZ,0,0
8/4/2021,CAECDHAZZ,1.25,219
8/4/2021,FCAEFCAZA,0.25,15
8/4/2021,FCAEFCABA,0.24,13
8/4/2021,FCAEFCHAZ,0.43,180
8/4/2021,FCAEFCIAZ,0.31,68
8/4/2021,FCADCEAZA,0.74,245
8/4/2021,FCADCEGAZ,0.4,124
8/4/2021,FCADCEHAZ,0.56,39
8/4/2021,FCAEGAAZA,0.25,52
8/4/2021,FCAEGAAAA,0,0
8/4/2021,FCAEGABAA,0,0
8/4/2021,FCAEGAGAZ,0.22,106
8/4/2021,FCAEGAHAZ,0,0
8/4/2021,FCAEGAIAZ,0.48,22
8/4/2021,FCADBBGAZ,0.34,187
8/4/2021,FCADBBHAZ,0,0
8/4/2021,CCAAZIAAA,0.41,283
8/4/2021,FCAEFEBAA,0,0
8/4/2021,FCAZEFAZA,0,0
8/4/2021,FCAZEFABA,0.33,34
8/4/2021,FCAZEFHAZ,0.08,53
8/4/2021,FCAZEFIAZ,0,0
8/4/2021,CCAECDABA,0.14,271
8/4/2021,CCAECDIAZ,0.42,192
8/4/2021,FCAZZEAZA,0,0
8/4/2021,FCAZZEAAA,0.42,553
8/4/2021,FCAZZEHAZ,0,0
8/4/2021,FCAZZEIAZ,0,0
8/4/2021,CCADBEGAZ,0.33,54
8/4/2021,CCADBEHAZ,0.85,19
8/4/2021,FCAZCDGAZ,0.48,100
8/4/2021,FCAZCDIAZ,0.14,74
8/4/2021,FCAZHZAZA,0,0
8/4/2021,FCAZHZAAA,0,0
8/4/2021,FCAZHZABA,0,0
8/4/2021,FCAZHZGAZ,0.99,533
8/4/2021,FCAZHZHAZ,0,0
8/4/2021,FCAZHZIAZ,0,0
8/4/2021,FCAZAZAAA,0.28,595
8/4/2021,FCAZAZABA,0,0
8/4/2021,FCAZCHAZA,0.19,19
8/4/2021,FCAZCHAAA,0.2,125
8/4/2021,FCAZZDAZA,0.44,587
8/4/2021,FCAZZDAAA,0.65,969
8/4/2021,FCAZZDGAZ,1.06,3406
8/4/2021,FCAZZDHAZ,0.51,190
8/4/2021,FCAZZDIAZ,0.3,153
8/4/2021,FCADBEAAA,0.56,64
8/4/2021,FCADBEHAZ,0.46,182
8/4/2021,FCADBEIAZ,0,0
8/4/2021,CADBEBAAZ,0,0
8/4/2021,CADBEGAZZ,2.33,193
8/4/2021,CADBEHAZZ,0.25,31
8/4/2021,FCADBAAZA,0.31,168
8/4/2021,FCADBAGAZ,0.27,158
8/4/2021,FCADBAHAZ,0,0
8/4/2021,FCADBAIAZ,0.24,74
8/4/2021,FCADCGAAA,0.44,135
8/4/2021,FCADCGBAA,0,0
8/4/2021,FCADCGHAZ,0.81,662
8/4/2021,FCADCGIAZ,0.68,443
8/4/2021,CCADCGAAA,0,0
8/4/2021,CCADCGGAZ,0,0
8/4/2021,CCADCGHAZ,0,0
8/4/2021,CCADCGIAZ,0,0
8/4/2021,FCAZDCAZA,0,0
8/4/2021,FCAZDCAAA,0.16,157
8/4/2021,FCAZDCABA,0.17,85
8/4/2021,FCAZZIAZA,0.61,332
8/4/2021,FCAZZIAAA,0.25,161
8/4/2021,FCAZZIABA,0.33,73
8/4/2021,FCAZZIGAZ,0,0
8/4/2021,FCAZZIHAZ,0.28,47
8/4/2021,FCAZZIIAZ,0.23,28
8/4/2021,CAAADAAZZ,0.46,226
8/4/2021,CAAADBAZZ,0.51,320
8/4/2021,CAAADCAZZ,0.82,894
8/4/2021,CAZZBAAZZ,1.34,5179
8/4/2021,CAZZBBAZZ,2.75,14863
8/4/2021,CAZZBCAZZ,0.75,1985
8/4/2021,CAZZBDAZZ,1.8,798
8/4/2021,CAGGGAAZZ,4.06,109
8/4/2021,CAGGGBAZZ,1.24,422
8/4/2021,CAGGGCAZZ,4.59,10585
8/4/2021,CABADAAZZ,2.76,419
8/4/2021,CABADBAZZ,1.25,2674
8/4/2021,CABADCAZZ,3,2893
8/4/2021,CABZEAAZZ,1.64,769
8/4/2021,CABZEBAZZ,0.92,375
8/4/2021,CABZECAZZ,0.52,421
8/4/2021,CAAAFAAZZ,0.43,629
8/4/2021,CAAAFBAZZ,0.26,358
8/4/2021,CAAAFCAZZ,0.67,747
8/4/2021,CAZBFAAZZ,0.47,525
8/4/2021,CAZBFBAZZ,0.77,253
8/4/2021,CAZBFCAZZ,0.61,461
8/4/2021,CAIDZAAZZ,0,0
8/4/2021,CAIDZBAZZ,0,0
8/4/2021,FCAIDZAAZ,0,0
8/4/2021,FCAIDZBAZ,0,0
8/4/2021,CCAIDAAAZ,0,0
8/4/2021,CCAIDABAZ,0,0
8/4/2021,CAIDBAAZZ,0,0
8/4/2021,CAIDBBAZZ,0,0
8/4/2021,FCAIDBAAZ,0,0
8/4/2021,FCAIDBBAZ,0,0
8/4/2021,CADEDAAZZ,0.86,1
8/4/2021,CADEDBAZZ,0.38,4
8/4/2021,CADEDCAZZ,0,0
8/4/2021,CAIEDAAZZ,0.62,1
8/4/2021,CAIEDBAZZ,0.26,1
8/4/2021,CAAEBAAZZ,0.21,46
8/4/2021,CAAEBBAZZ,0.59,235
8/4/2021,CAAEBCAZZ,0.17,176
8/4/2021,CAZBDAAZZ,0.36,91
8/4/2021,CAZBDBAZZ,0.17,5
8/4/2021,CAZBDCAZZ,0.76,539
8/4/2021,CADGHAAZZ,0.24,10
8/4/2021,CADGHBAZZ,0.71,45
8/4/2021,CADGHCAZZ,1.65,280
8/4/2021,FCAFDIBAA,0,0
8/4/2021,FCAFDIGAZ,0.19,49
8/4/2021,CABFZAAZZ,2.72,6862
8/4/2021,CABFZBAZZ,3.47,1657
8/4/2021,CABFZCAZZ,6.27,26649
8/4/2021,CABIHAAZZ,0.49,1924
8/4/2021,CABHDAAZZ,0.78,788
8/4/2021,CABHDBAZZ,0.4,145
8/4/2021,CABHDCAZZ,3.62,980
8/4/2021,CABHDDAZZ,0,0
8/4/2021,CACEFAAZZ,3.95,739
8/4/2021,CACEFBAZZ,5.13,3529
8/4/2021,CACEFCAZZ,2.72,3859
8/4/2021,CACAFAAZZ,2.21,575
8/4/2021,CACAFBAZZ,0.57,68
8/4/2021,CACAFCAZZ,0.35,107
8/4/2021,CAEDCGAZZ,5.02,106
8/4/2021,CAEDCHAZZ,4.19,441
8/4/2021,CAEDCIAZZ,4,423
8/4/2021,CACDCAAZZ,1.48,497
8/4/2021,CACDCBAZZ,0.9,355
8/4/2021,CACDCCAZZ,0.96,148
8/4/2021,CAAICAAZZ,2.5,1986
8/4/2021,CAAICBAZZ,1.45,1006
8/4/2021,CAAICCAZZ,1.81,1381
8/4/2021,CABDIAAZZ,0,0
8/4/2021,CABDIBAZZ,5.24,13
8/4/2021,CABEZBAZZ,0,0
8/4/2021,CABEZBAAZ,0,0
8/4/2021,CCABEZAAZ,0,0
8/4/2021,CCABEZBAZ,0,0
8/4/2021,CAZAAAAZZ,1.82,2243
8/4/2021,CAZAABAZZ,1.07,3482
8/4/2021,CACBFAAZZ,4.23,1522
8/4/2021,CACBFBAZZ,20.94,291
8/4/2021,CACBFCAZZ,2.4,127
8/4/2021,CAFACAZAZ,1.53,623
8/4/2021,CAFACHAZZ,1.61,323
8/4/2021,CAFADAZAZ,0.49,28
8/4/2021,CAFADIAZZ,1.19,641
8/4/2021,CAFAEAZAZ,0.33,25
8/4/2021,CAFAEAAAZ,0,0
8/4/2021,CAFAEHAZZ,0.68,106
8/4/2021,FCAZGIAZA,0.15,66
8/4/2021,FCAZGIGAZ,0,0
8/4/2021,FCAZGIHAZ,0,0
8/4/2021,FCAZGIIAZ,0.5,342
8/4/2021,CAEFBIAZZ,0,0
8/4/2021,CAEFGGAZZ,0.58,27
8/4/2021,CAEFDAZAZ,0.64,7
8/4/2021,CAEFAAZAZ,2.33,323
8/4/2021,CAEFAHAZZ,0,0
8/4/2021,CAEGZHAZZ,1.77,20
8/4/2021,CAEGAAZAZ,0.21,12
8/4/2021,CAEGAGAZZ,0.34,86
8/4/2021,CAEGAHAZZ,0.3,13
8/4/2021,CAEGAIAZZ,0.35,88
8/4/2021,CAZFZAAZZ,1.74,550
8/4/2021,CAZFZBAZZ,2.06,1325
8/4/2021,CAZFZCAZZ,1.46,622
8/4/2021,FCAZFZGAZ,0.78,70
8/4/2021,CAAAEAAZZ,0.3,89
8/4/2021,CAAAEBAZZ,0.77,545
8/4/2021,CAAAECAZZ,1.47,271
8/4/2021,CABHGAAZZ,1.15,103
8/4/2021,CABHGBAZZ,1.15,85
8/4/2021,CABHGCAZZ,0.87,52
8/4/2021,CADEHAAZZ,4.83,1648
8/4/2021,CADEHBAZZ,4.06,2219
8/4/2021,CADEHCAZZ,1.79,996
8/4/2021,CAAFZAAZZ,1.66,1133
8/4/2021,CAAFZBAZZ,0.99,665
8/4/2021,CAAFZCAZZ,0.87,432
8/4/2021,CAZAEAAZZ,1.13,227
8/4/2021,CAZAEBAZZ,0.56,270
8/4/2021,CAZAECAZZ,0.7,592
8/4/2021,CABZZAAZZ,0,0
8/4/2021,CABZZBAZZ,0,0
8/4/2021,CACBAAAZZ,2.16,2952
8/4/2021,CACBABAZZ,1.79,1307
8/4/2021,CACBACAZZ,1.21,226
8/4/2021,CABGCAAZZ,2.44,1631
8/4/2021,CABGCBAZZ,0.93,516
8/4/2021,CABGCCAZZ,0.78,403
8/4/2021,CCAGGFBAZ,0.75,881
8/4/2021,CCAGGFCAZ,0.13,140
8/4/2021,CCAGGFDAZ,0.22,164
8/4/2021,CADAAAAZZ,0.72,526
8/4/2021,CADAABAZZ,0.43,143
8/4/2021,CADAACAZZ,0.81,449
8/4/2021,CABABAAZZ,1.66,695
8/4/2021,CABABBAZZ,3.06,2608
8/4/2021,CABBBAAZZ,0,633
8/4/2021,CABBBBAZZ,0,523
8/4/2021,CABBBCAZZ,0,439
8/4/2021,CADIFAAZZ,1.21,159
8/4/2021,CADIFBAZZ,0.94,823
8/4/2021,CADIFCAZZ,0.34,16
8/4/2021,CAAZFAAZZ,1.28,310
8/4/2021,CAAZFBAZZ,1.16,704
8/4/2021,CAAZFCAZZ,2.15,733
8/4/2021,CAAZFDAZZ,0.88,201
8/4/2021,CAHACDAZZ,0.43,132
8/4/2021,CAHACEAZZ,0.71,76
8/4/2021,CCAHACAAZ,0.29,288
8/4/2021,CCAHACBAZ,0.66,61
8/4/2021,CADAEAAZZ,0.45,81
8/4/2021,CADAEBAZZ,1.55,296
8/4/2021,CADAECAZZ,0.55,65
8/4/2021,CAGEIAAZZ,0.83,1149
8/4/2021,CAGEIBAZZ,1.5,1722
8/4/2021,CACFDAAZZ,1.7,2183
8/4/2021,CACFDBAZZ,0.49,67
8/4/2021,CACFDCAZZ,1.33,1656
8/4/2021,CACECAAZZ,0.51,276
8/4/2021,CACECBAZZ,1.55,2590
8/4/2021,CACDDAAZZ,2.06,1474
8/4/2021,CACDDBAZZ,0.63,149
8/4/2021,CACDDCAZZ,1.3,284
8/4/2021,CAIHHAAZZ,1.05,97
8/4/2021,CAIHHBAZZ,0.58,30
8/4/2021,CAAIZAAZZ,8.16,11888
8/4/2021,CAAIZBAZZ,0.68,378
8/4/2021,CADFCAAZZ,0.08,203
8/4/2021,CADFCBAZZ,0.09,124
8/4/2021,CADFCCAZZ,0.1,77
8/4/2021,CADFCDAZZ,1.33,166
8/4/2021,CADFCGAZZ,0.4,22
8/4/2021,CADFCHAZZ,0.44,13
8/4/2021,CAAHAAAZZ,0.69,540
8/4/2021,CAAHABAZZ,0.38,121
8/4/2021,CAAHACAZZ,0.58,520
8/4/2021,CADFIAAZZ,1.62,32
8/4/2021,CADFIBAZZ,1.03,372
8/4/2021,CADFICAZZ,3.42,192
8/4/2021,CAAHZAAZZ,1.38,241
8/4/2021,CAAHZBAZZ,1.91,1912
8/4/2021,CAAHZCAZZ,2.43,1202
8/4/2021,CAAIHAAZZ,0,0
8/4/2021,CAAIHBAZZ,1.03,1
8/4/2021,CAAIICAZZ,0,0
8/4/2021,CAAIIDAZZ,0,0
8/4/2021,CCAAIHEAZ,1.74,2
8/4/2021,CCAAIHFAZ,0,0
8/4/2021,CCAAIIGAZ,0,0
8/4/2021,CCAAIIHAZ,0,0
8/4/2021,CAAHEAAZZ,0.92,927
8/4/2021,CAAHEBAZZ,1.4,2670
8/4/2021,CAAHECAZZ,2.47,4188
8/4/2021,CADDAAAZZ,0.29,54
8/4/2021,CADDABAZZ,0.4,13
8/4/2021,CADDACAZZ,0.32,68
8/4/2021,CAZEHAAZZ,0.73,193
8/4/2021,CAZEHBAZZ,0.78,332
8/4/2021,CAZEHCAZZ,0.68,235
8/4/2021,CADCBAAZZ,1.87,320
8/4/2021,CABEAAAZZ,1.86,1128
8/4/2021,CABEABAZZ,0.63,1299
8/4/2021,CAACAAAZZ,0.55,284
8/4/2021,CAACABAZZ,0.86,160
8/4/2021,CAACACAZZ,1.13,547
8/4/2021,CAAHIAAZZ,4.41,3075
8/4/2021,CAAHIBAZZ,0,0
8/4/2021,CAAHICAZZ,2.58,1764
8/4/2021,CABACAAZZ,2.98,3272
8/4/2021,CABACCAZZ,2.62,3330
8/4/2021,CACZZAAZZ,0,0
8/4/2021,FCACZZAAZ,0,0
8/4/2021,CABBDBAZZ,0,465
8/4/2021,CABBDCAZZ,0,218
8/4/2021,CADIZAAZZ,0.43,277
8/4/2021,CADIZBAZZ,0.64,100
8/4/2021,CADIZCAZZ,0.76,1180
8/4/2021,CABGFAAZZ,1.58,1999
8/4/2021,CABGFBAZZ,0.88,800
8/4/2021,CABGFCAZZ,0.4,780
8/4/2021,CAZGHAAZZ,0.67,257
8/4/2021,CAZGHBAZZ,0.89,466
8/4/2021,CAZGHCAZZ,0.7,352
8/4/2021,CAZFFAAZZ,0.77,379
8/4/2021,CAZFFBAZZ,0.43,72
8/4/2021,CAZFFCAZZ,0.33,109
8/4/2021,CABGBAAZZ,3.12,642
8/4/2021,CABGBBAZZ,0.63,265
8/4/2021,CABGBCAZZ,0.36,124
8/4/2021,CAIZEAAZZ,0.13,2
8/4/2021,CAIZEBAZZ,0,0
8/4/2021,CAIZAAAZZ,0.62,218
8/4/2021,CAIZABAZZ,0.35,71
8/4/2021,CAIZACAZZ,2.21,581
8/4/2021,CAIZADAZZ,1.54,68
8/4/2021,CAIZAEAZZ,2.42,429
8/4/2021,CAIZAFAZZ,0.3,165
8/4/2021,CAIZBAAZZ,3.05,366
8/4/2021,CAIZBBAZZ,1.76,113
8/4/2021,CAIZBCAZZ,2.04,113
8/4/2021,CAIZBDAZZ,0.71,43
8/4/2021,CAIZBEAZZ,0.59,103
8/4/2021,CAIZBFAZZ,0.43,7
8/4/2021,CADGCAAZZ,5.34,603
8/4/2021,CADGCBAZZ,7.82,441
8/4/2021,CADGCCAZZ,8.69,1255
8/4/2021,CADGCDAZZ,4.62,1373
8/4/2021,FCADGCBAA,0,0
8/4/2021,FCADGCBDA,0,0
8/4/2021,CAADZAAZZ,1.24,819
8/4/2021,CAADZBAZZ,0.69,448
8/4/2021,CAADZCAZZ,2.01,1163
8/4/2021,CAZBBAAZZ,1.48,977
8/4/2021,CAZBBBAZZ,0.33,21
8/4/2021,CAZBBCAZZ,2.29,53
8/4/2021,CADIAAAZZ,0.18,110
8/4/2021,CACIBAAZZ,0.23,68
8/4/2021,CACIBBAZZ,1.94,1349
8/4/2021,CACIBCAZZ,3.55,464
8/4/2021,CACIBDAZZ,0.25,87
8/4/2021,CADHGAAZZ,0.43,10
8/4/2021,CABFFAAZZ,2.46,397
8/4/2021,CABFFBAZZ,0.5,109
8/4/2021,CABFFCAZZ,0.81,412
8/4/2021,CABGIAAZZ,3.41,4101
8/4/2021,CABGIBAZZ,1.05,3324
8/4/2021,CABGICAZZ,5.35,10143
8/4/2021,CABGIDAZZ,1.09,1951
8/4/2021,CABCGAAZZ,0.76,15
8/4/2021,CABCGBAZZ,6.49,574
8/4/2021,CABCGCAZZ,1.42,2174
8/4/2021,CAGCFAAZZ,0.84,29
8/4/2021,CAGCFBAZZ,0.62,12
8/4/2021,CAGCFCAZZ,0.11,2
8/4/2021,CABZDAAZZ,0.67,658
8/4/2021,CABZDBAZZ,1.57,664
8/4/2021,CABZDCAZZ,2.82,1959
8/4/2021,CABHIAAZZ,0.38,4
8/4/2021,CAIEIAAZZ,0.68,2
8/4/2021,CAIEIBAZZ,4.4,34
8/4/2021,CAIEICAZZ,0.36,4
8/4/2021,CAIEIDAZZ,1.29,41
8/4/2021,CAIEIEAZZ,1.38,4
8/4/2021,CAIEIFAZZ,0,0
8/4/2021,CAIBZAAZZ,0.42,17
8/4/2021,CAIBZBAZZ,0.27,24
8/4/2021,CAIBZCAZZ,0.8,6
8/4/2021,CAIBZDAZZ,0.25,13
8/4/2021,CAIBZEAZZ,0.16,4
8/4/2021,CAIBZFAZZ,0.19,4
8/4/2021,CAIBAAZAZ,0.33,6
8/4/2021,CAIBAAAAZ,0.61,13
8/4/2021,CAIBAGAZZ,0,0
8/4/2021,CAIBAHAZZ,0.21,8
8/4/2021,CAIBAIAZZ,0.57,8
8/4/2021,CAAEZAAZZ,0.98,1930
8/4/2021,CAAEZBAZZ,0.77,385
8/4/2021,CAAEZCAZZ,2.97,471
8/4/2021,FCAAEZGAZ,0.51,345
8/4/2021,CAZECAAZZ,0.31,151
8/4/2021,CAZECBAZZ,0.86,138
8/4/2021,CAZECCAZZ,0.32,92
8/4/2021,CADDCAAZZ,0.81,235
8/4/2021,CADDCBAZZ,0.55,509
8/4/2021,CADDCCAZZ,1.27,871
8/4/2021,CAAEFAAZZ,0.66,45
8/4/2021,CAAEFBAZZ,0.5,130
8/4/2021,CAAEFCAZZ,5.08,1380
8/4/2021,CABAIAAZZ,1.18,163
8/4/2021,CABAIBAZZ,2.2,1228
8/4/2021,CABAICAZZ,1.43,66
8/4/2021,CABBGAAZZ,0,213
8/4/2021,CABBGBAZZ,0,154
8/4/2021,CABBGCAZZ,0,214
8/4/2021,CAAEDAAZZ,0.51,311
8/4/2021,CAAEDBAZZ,0.41,106
8/4/2021,CAAEDCAZZ,0.44,88
8/4/2021,CAZCZAAZZ,0.56,162
8/4/2021,CAZCZBAZZ,1.22,590
8/4/2021,CAZCZCAZZ,1.17,89
8/4/2021,CAZEAAAZZ,1.39,174
8/4/2021,CAZEABAZZ,0.86,1038
8/4/2021,CAZEACAZZ,0.57,330
8/4/2021,CACBGAAZZ,2.19,1100
8/4/2021,CACBGBAZZ,5.39,4214
8/4/2021,CACBGCAZZ,2.78,1618
8/4/2021,CAZBEAAZZ,0.96,136
8/4/2021,CAZBEBAZZ,0.36,326
8/4/2021,CAZBECAZZ,1.02,329
8/4/2021,CCAEFBAAA,2.18,145
8/4/2021,CCAEFBABA,1.98,25
8/4/2021,CCAEFBBAA,0,0
8/4/2021,CAAEHAAZZ,1.04,2322
8/4/2021,CAAEHBAZZ,0.64,759
8/4/2021,CAAEHCAZZ,0.94,2409
8/4/2021,CADHAAAZZ,1.08,1403
8/4/2021,CADHABAZZ,1.2,2276
8/4/2021,CADHACAZZ,0.97,633
8/4/2021,CAZZEAAZZ,1.62,363
8/4/2021,CAZZEBAZZ,0.64,541
8/4/2021,CAZZECAZZ,0,0
8/4/2021,CAIBCAAZZ,0,0
8/4/2021,CAIBCAZAZ,0,0
8/4/2021,CAIBCBAZZ,0,0
8/4/2021,CAIDIAZAZ,0,0
8/4/2021,CAFFEAAZZ,0,0
8/4/2021,CAFFEAZAZ,0,0
8/4/2021,CAFFFAAZZ,0,0
8/4/2021,CAFFFAZAZ,0,0
8/4/2021,CAEGHAAZZ,0,0
8/4/2021,CAFFCAZAZ,0,0
8/4/2021,CAFFCAAAZ,0,0
8/4/2021,CAFFCIAZZ,0,0
8/4/2021,CADGZAAZZ,0,0
8/4/2021,CADGZAZAZ,0,0
8/4/2021,CADGZAAAZ,0,0
8/4/2021,CADGZBAZZ,0,0
8/4/2021,CADGZCAZZ,0,0
8/4/2021,CADGZDAZZ,0,0
